student_id,student_name,class_name,edu_mail,address_id,national_id,key_year,gender,student_dob
20000831,Phạm Duy Huy,KHDL16A,huy.20000831@student.iuh.edu.vn,3042,255270596,2023 - 2027,Nam,2002-04-25
20036171,Trần Quốc Khánh,KHDL16A,khanh.20036171@student.iuh.edu.vn,4977,839964662,2023 - 2027,Nam,2002-12-05
20030031,Mai Anh Khoa,KHDL16A,khoa.20030031@student.iuh.edu.vn,3367,903797780,2023 - 2027,Nam,2002-01-29
20020541,Quách Xuân Nam,KHDL16A,nam.20020541@student.iuh.edu.vn,3127,139301826,2023 - 2027,Nam,2002-10-03
20043131,Đỗ Thu Đông,KHDL16A,dong.20043131@student.iuh.edu.vn,4853,763356434,2023 - 2027,Nam,2002-10-06
20049891,Nguyễn Văn Sơn,KHDL16A,son.20049891@student.iuh.edu.vn,4831,944797105,2023 - 2027,Nam,2002-04-05
20083601,Nguyễn Quang Bảo,KHDL16A,bao.20083601@student.iuh.edu.vn,3800,817646390,2023 - 2027,Nam,2002-03-11
20081001,Võ Quốc Huy,KHDL16A,huy.20081001@student.iuh.edu.vn,3180,359730295,2023 - 2027,Nam,2002-02-12
20107161,Phạm Hà Gia Huy,KHDL16A,huy.20107161@student.iuh.edu.vn,4176,717384333,2023 - 2027,Nam,2002-03-15
20104821,Lưu Lương Vi Nhân,KHDL16A,nhan.20104821@student.iuh.edu.vn,2943,315232584,2023 - 2027,Nam,2002-04-03
20101511,Trương Công Việt,KHDL16A,viet.20101511@student.iuh.edu.vn,323,865452163,2023 - 2027,Nam,2002-05-13
20101981,Thạch Thị Thanh Thảo,KHDL16A,thao.20101981@student.iuh.edu.vn,2001,118351592,2023 - 2027,Nữ,2002-07-05
20098431,Võ Quốc Trung,KHDL16A,trung.20098431@student.iuh.edu.vn,990,946356179,2023 - 2027,Nam,2002-01-25
20105141,Võ Tấn Trọng,KHDL16A,trong.20105141@student.iuh.edu.vn,4464,734302424,2023 - 2027,Nam,2002-07-15
20079071,Ngô Hoàng Nhật Huy,KHDL16A,huy.20079071@student.iuh.edu.vn,181,131672750,2023 - 2027,Nam,2002-03-10
20116351,Lê Thành Nghĩa,KHDL16A,nghia.20116351@student.iuh.edu.vn,3015,746607409,2023 - 2027,Nam,2002-05-27
20028151,Đỗ Nguyên Đạt,KHDL16A,dat.20028151@student.iuh.edu.vn,4809,603075240,2023 - 2027,Nam,2002-11-26
20079601,Nguyễn Xuân Giang,KHDL16A,giang.20079601@student.iuh.edu.vn,3806,956780787,2023 - 2027,Nam,2002-01-07
20101671,Võ Hoàng Minh Trí,KHDL16A,tri.20101671@student.iuh.edu.vn,4936,149409440,2023 - 2027,Nam,2002-03-04
20105361,Đặng Chí Viễn,KHDL16A,vien.20105361@student.iuh.edu.vn,586,754809986,2023 - 2027,Nam,2002-03-23
20103231,Phan Duy Diện,KHDL16A,dien.20103231@student.iuh.edu.vn,4437,287851417,2023 - 2027,Nam,2002-02-25
20056951,Hồ Xuân Bi,KHDL16A,bi.20056951@student.iuh.edu.vn,2384,554659496,2023 - 2027,Nam,2002-02-23
20057571,Trần Quốc Bảo,KHDL16A,bao.20057571@student.iuh.edu.vn,183,118464789,2023 - 2027,Nam,2002-09-24
20122431,Phạm Chánh Trực,KHDL16A,truc.20122431@student.iuh.edu.vn,3227,343076899,2023 - 2027,Nam,2002-03-07
20057961,Trần Phi Phát,KHDL16A,phat.20057961@student.iuh.edu.vn,540,467441681,2023 - 2027,Nam,2002-07-26
20099181,Lê Minh Toàn,KHDL16A,toan.20099181@student.iuh.edu.vn,4987,330996361,2023 - 2027,Nam,2002-11-18
20028461,Đinh Dương Bảo,KHDL16A,bao.20028461@student.iuh.edu.vn,3852,294789555,2023 - 2027,Nam,2002-04-08
20102201,Nguyễn Quốc Duy,KHDL16A,duy.20102201@student.iuh.edu.vn,5133,999507587,2023 - 2027,Nam,2002-07-16
20052491,Lê Thị Minh Thư,KHDL16A,thu.20052491@student.iuh.edu.vn,1239,487498967,2023 - 2027,Nữ,2002-08-26
20070711,Lâm Trường Đảm,KHDL16A,dam.20070711@student.iuh.edu.vn,2107,432492846,2023 - 2027,Nam,2002-08-17
20052221,Huỳnh Quốc Bảo,KHDL16A,bao.20052221@student.iuh.edu.vn,5140,491109328,2023 - 2027,Nam,2002-03-14
20045061,Phạm Anh Chiến,KHDL16A,chien.20045061@student.iuh.edu.vn,3995,340411074,2023 - 2027,Nam,2002-03-26
20032501,Nguyễn Ngọc Hoan,KHDL16A,hoan.20032501@student.iuh.edu.vn,4872,203432602,2023 - 2027,Nam,2002-07-24
20029141,Trần Văn Hùng,KHDL16A,hung.20029141@student.iuh.edu.vn,3414,637631352,2023 - 2027,Nam,2002-01-18
20036941,Vũ Văn Hưng,KHDL16A,hung.20036941@student.iuh.edu.vn,2356,943141674,2023 - 2027,Nam,2002-06-05
20047761,Trương Hữu Lợi,KHDL16A,loi.20047761@student.iuh.edu.vn,3644,119337386,2023 - 2027,Nam,2002-07-29
20078291,Trần Minh Long,KHDL16A,long.20078291@student.iuh.edu.vn,710,902773287,2023 - 2027,Nam,2002-06-19
20050361,Viên Vĩ Nghiệp,KHDL16A,nghiep.20050361@student.iuh.edu.vn,3304,760663459,2023 - 2027,Nam,2002-01-06
20079741,Trịnh Hà Gia Phú,KHDL16A,phu.20079741@student.iuh.edu.vn,2682,447766796,2023 - 2027,Nam,2002-07-12
20072291,Phạm Hoàng Phúc,KHDL16A,phuc.20072291@student.iuh.edu.vn,5114,779904191,2023 - 2027,Nam,2002-07-30
20074861,Lê Thanh Quân,KHDL16A,quan.20074861@student.iuh.edu.vn,21,781119747,2023 - 2027,Nam,2002-01-12
20122031,Bùi Thị Huyền Trang,KHDL16A,trang.20122031@student.iuh.edu.vn,192,345257765,2023 - 2027,Nữ,2002-06-04
20022711,Nguyễn Phú Trường,KHDL16A,truong.20022711@student.iuh.edu.vn,4661,847755528,2023 - 2027,Nam,2002-06-20
20020761,Vũ Lan Tường,KHDL16A,tuong.20020761@student.iuh.edu.vn,3603,568832703,2023 - 2027,Nam,2002-01-07
20087481,Châu Mỹ Uyên,KHDL16A,uyen.20087481@student.iuh.edu.vn,3915,834590541,2023 - 2027,Nam,2001-12-02
20051051,Đặng Quốc Toàn,KHDL16A,toan.20051051@student.iuh.edu.vn,4594,483140184,2023 - 2027,Nam,2001-04-13
